attacker_template,attacker_name,attacker_archetype,defender_template,defender_name,defender_archetype,defender_cluster_tier,base_weight,weight,basis,source,rationale
AmericaJetStealthFighter,Stealth Fighter,air_plane,AmericaVehicleTomahawk,Tomahawk,artillery,medium,8,5,override,INI-DPS,Burst damage on fragile target
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaBunker,Bunker,base_defense,medium,3,2,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,3,2,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,7,5,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaTankDragon,Dragon Tank,tank_medium,medium,7,5,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,1,1,override,INI-DPS,AA counter; stealth advantage lost once detected
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaTankOverlord,Overlord,tank_heavy,hard,7,4,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaVehicleDozer,Construction Dozer,support,easy,5,4,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,9,6,override,INI-DPS,120HP Inferno destroyed in one pass
AmericaJetStealthFighter,Stealth Fighter,air_plane,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,9,6,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,5,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAInfantryWorker,Worker,infantry_rifle,easy,7,5,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAStingerSite,Stinger Site,base_defense,medium,3,2,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLATankMarauder,Marauder Tank,tank_heavy,hard,7,4,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLATankScorpion,Scorpion,tank_medium,medium,7,5,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLATunnelNetwork,Tunnel Network,base_defense,medium,3,2,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleBombTruck,Bomb Truck,suicide,easy,8,6,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleDozer,Construction Dozer,support,easy,5,4,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,1,1,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,9,6,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,9,6,archetype_matrix,,
AmericaJetStealthFighter,Stealth Fighter,air_plane,GLAVehicleTechnical,Technical,vehicle_light,easy,8,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaPatriotBattery,Patriot Missile,base_defense,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaTankPaladin,Paladin,tank_heavy,hard,3,2,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleHumvee,Humvee,vehicle_light,easy,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleMedic,Ambulance,vehicle_light,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,AmericaVehicleTomahawk,Tomahawk,artillery,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaBunker,Bunker,base_defense,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,5,4,override,GF-26006,Crusader wins marginally 1v1 per guide testing
AmericaTankCrusader,Crusader,tank_medium,ChinaTankDragon,Dragon Tank,tank_medium,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,6,5,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaTankOverlord,Overlord,tank_heavy,hard,3,2,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAStingerSite,Stinger Site,base_defense,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLATankMarauder,Marauder Tank,tank_heavy,hard,5,3,override,INI-DPS,Mirror-like; both have same gun and similar HP
AmericaTankCrusader,Crusader,tank_medium,GLATankScorpion,Scorpion,tank_medium,medium,7,6,override,INI-DPS,60dmg/2s vs 370HP = 6.2s; Scorpion 20DPS vs 480HP = 24s
AmericaTankCrusader,Crusader,tank_medium,GLATunnelNetwork,Tunnel Network,base_defense,medium,5,4,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleBombTruck,Bomb Truck,suicide,easy,2,2,override,CNCW-Overlord,30DPS AP vs 250HP TruckArmor = 8.3s; truck explosion lethal if it reaches
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,6,5,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,7,6,archetype_matrix,,
AmericaTankCrusader,Crusader,tank_medium,GLAVehicleTechnical,Technical,vehicle_light,easy,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,9,8,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaPatriotBattery,Patriot Missile,base_defense,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaTankCrusader,Crusader,tank_medium,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleHumvee,Humvee,vehicle_light,easy,9,8,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleMedic,Ambulance,vehicle_light,medium,9,7,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,AmericaVehicleTomahawk,Tomahawk,artillery,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaBunker,Bunker,base_defense,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaTankDragon,Dragon Tank,tank_medium,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaTankOverlord,Overlord,tank_heavy,hard,5,3,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,8,7,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAInfantryWorker,Worker,infantry_rifle,easy,8,7,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAStingerSite,Stinger Site,base_defense,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLATankMarauder,Marauder Tank,tank_heavy,hard,4,3,override,GF-26006,Paladin laser defense helps but lower HP and same gun
AmericaTankPaladin,Paladin,tank_heavy,GLATankScorpion,Scorpion,tank_medium,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLATunnelNetwork,Tunnel Network,base_defense,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleBombTruck,Bomb Truck,suicide,easy,2,2,override,CNCW-Overlord,Same; point defense laser irrelevant vs vehicles
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,7,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,8,6,archetype_matrix,,
AmericaTankPaladin,Paladin,tank_heavy,GLAVehicleTechnical,Technical,vehicle_light,easy,9,8,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,8,7,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaTankCrusader,Crusader,tank_medium,medium,7,6,override,INI-DPS,Comanche kites; COMANCHE_VULCAN 25% vs TankArmor + rockets. Tank cannot effectively retaliate
AmericaVehicleComanche,Comanche,air_helicopter,AmericaTankPaladin,Paladin,tank_heavy,hard,6,4,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaVehicleHumvee,Humvee,vehicle_light,easy,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaVehicleMedic,Ambulance,vehicle_light,medium,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,AmericaVehicleTomahawk,Tomahawk,artillery,medium,8,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaBunker,Bunker,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,7,6,override,INI-DPS,Same air advantage; sustained kiting damage
AmericaVehicleComanche,Comanche,air_helicopter,ChinaTankDragon,Dragon Tank,tank_medium,medium,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,1,1,override,GF-26006,Gatling is primary Comanche counter; GATTLING 120% vs ComancheArmor
AmericaVehicleComanche,Comanche,air_helicopter,ChinaTankOverlord,Overlord,tank_heavy,hard,8,6,override,CNCW-Overlord,Comanche kites Overlord freely; sustained damage over time
AmericaVehicleComanche,Comanche,air_helicopter,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,8,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,8,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAStingerSite,Stinger Site,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLATankMarauder,Marauder Tank,tank_heavy,hard,6,4,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLATankScorpion,Scorpion,tank_medium,medium,8,6,override,INI-DPS,Weaker Scorpion dies faster to air attack
AmericaVehicleComanche,Comanche,air_helicopter,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleBombTruck,Bomb Truck,suicide,easy,7,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,1,1,override,GF-26006,Quad Cannon is primary AA; SMALL_ARMS 120% vs ComancheArmor
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,8,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,8,6,archetype_matrix,,
AmericaVehicleComanche,Comanche,air_helicopter,GLAVehicleTechnical,Technical,vehicle_light,easy,7,6,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,7,6,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaTankCrusader,Crusader,tank_medium,medium,2,2,override,INI-cost,COMANCHE_VULCAN 25% vs TankArmor = 10DPS; even 2 Humvees ($1400) barely match Crusader ($900) DPS
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaTankPaladin,Paladin,tank_heavy,hard,1,1,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaVehicleComanche,Comanche,air_helicopter,hard,1,1,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaVehicleMedic,Ambulance,vehicle_light,medium,5,4,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,AmericaVehicleTomahawk,Tomahawk,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaBunker,Bunker,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaTankDragon,Dragon Tank,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,3,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaTankOverlord,Overlord,tank_heavy,hard,1,1,override,INI-cost,3 Humvees ($2100) do 30DPS at 25% vs 1100HP = 37s; Overlord crushes all three rapidly
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAStingerSite,Stinger Site,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLATankMarauder,Marauder Tank,tank_heavy,hard,1,1,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLATankScorpion,Scorpion,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleBombTruck,Bomb Truck,suicide,easy,4,4,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,3,2,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleHumvee,Humvee,vehicle_light,GLAVehicleTechnical,Technical,vehicle_light,easy,5,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,7,6,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaTankCrusader,Crusader,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaTankPaladin,Paladin,tank_heavy,hard,1,1,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaVehicleComanche,Comanche,air_helicopter,hard,1,1,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaVehicleHumvee,Humvee,vehicle_light,easy,5,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,AmericaVehicleTomahawk,Tomahawk,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaBunker,Bunker,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaTankDragon,Dragon Tank,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,3,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaTankOverlord,Overlord,tank_heavy,hard,1,1,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAStingerSite,Stinger Site,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLATankMarauder,Marauder Tank,tank_heavy,hard,1,1,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLATankScorpion,Scorpion,tank_medium,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleBombTruck,Bomb Truck,suicide,easy,4,4,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,3,2,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,6,5,archetype_matrix,,
AmericaVehicleMedic,Ambulance,vehicle_light,GLAVehicleTechnical,Technical,vehicle_light,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaPatriotBattery,Patriot Missile,base_defense,medium,9,7,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaTankCrusader,Crusader,tank_medium,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaTankPaladin,Paladin,tank_heavy,hard,4,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaVehicleComanche,Comanche,air_helicopter,hard,1,1,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaVehicleHumvee,Humvee,vehicle_light,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,AmericaVehicleMedic,Ambulance,vehicle_light,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaBunker,Bunker,base_defense,medium,9,7,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,9,7,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaTankDragon,Dragon Tank,tank_medium,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,4,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaTankOverlord,Overlord,tank_heavy,hard,4,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,7,6,override,GF-26006,Tomahawk 150dmg range 350 vs Inferno 30dmg range 300; Tomahawk outranges and out-damages
AmericaVehicleTomahawk,Tomahawk,artillery,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,9,8,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAInfantryWorker,Worker,infantry_rifle,easy,9,8,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAStingerSite,Stinger Site,base_defense,medium,9,7,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLATankMarauder,Marauder Tank,tank_heavy,hard,4,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLATankScorpion,Scorpion,tank_medium,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLATunnelNetwork,Tunnel Network,base_defense,medium,9,7,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleBombTruck,Bomb Truck,suicide,easy,1,1,override,CNCW-Overlord,Slow fire rate and truck closes fast
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,4,3,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,7,6,override,GF-26006,Tomahawk 150dmg reliable vs Buggy 120HP = one-shot potential
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,5,4,archetype_matrix,,
AmericaVehicleTomahawk,Tomahawk,artillery,GLAVehicleTechnical,Technical,vehicle_light,easy,5,5,archetype_matrix,,
